boxscore_id,date,team,opponent,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year
202301280DET,"Sat, Jan 28, 2023",DET,HOU,Detroit Pistons,Houston Rockets,114,117,-3,Home,101.2,True,2023
202302010HOU,"Wed, Feb 1, 2023",HOU,OKC,Houston Rockets,Oklahoma City Thunder,112,106,6,Home,96.7,True,2023
202302030HOU,"Fri, Feb 3, 2023",HOU,TOR,Houston Rockets,Toronto Raptors,111,117,-6,Home,97.2,True,2023
202302040OKC,"Sat, Feb 4, 2023",OKC,HOU,Oklahoma City Thunder,Houston Rockets,153,121,32,Home,103.6,True,2023
202302060HOU,"Mon, Feb 6, 2023",HOU,SAC,Houston Rockets,Sacramento Kings,120,140,-20,Home,97.8,True,2023
202302080HOU,"Wed, Feb 8, 2023",HOU,SAC,Houston Rockets,Sacramento Kings,128,130,-2,Home,99.6,True,2023
202302100MIA,"Fri, Feb 10, 2023",MIA,HOU,Miami Heat,Houston Rockets,97,95,2,Home,96.4,True,2023
202302130PHI,"Mon, Feb 13, 2023",PHI,HOU,Philadelphia 76ers,Houston Rockets,123,104,19,Home,97.2,True,2023
202302150OKC,"Wed, Feb 15, 2023",OKC,HOU,Oklahoma City Thunder,Houston Rockets,133,96,37,Home,104.6,True,2023
202302240GSW,"Fri, Feb 24, 2023",GSW,HOU,Golden State Warriors,Houston Rockets,116,101,15,Home,94.1,True,2023
202302260POR,"Sun, Feb 26, 2023",POR,HOU,Portland Trail Blazers,Houston Rockets,131,114,17,Home,99.6,True,2023
202302280HOU,"Tue, Feb 28, 2023",HOU,DEN,Houston Rockets,Denver Nuggets,112,133,-21,Home,99.9,True,2023
202303010HOU,"Wed, Mar 1, 2023",HOU,MEM,Houston Rockets,Memphis Grizzlies,99,113,-14,Home,90.9,True,2023
202303040SAS,"Sat, Mar 4, 2023",SAS,HOU,San Antonio Spurs,Houston Rockets,110,122,-12,Home,94.7,True,2023
202303050HOU,"Sun, Mar 5, 2023",HOU,SAS,Houston Rockets,San Antonio Spurs,142,110,32,Home,101.9,True,2023
202303070HOU,"Tue, Mar 7, 2023",HOU,BRK,Houston Rockets,Brooklyn Nets,96,118,-22,Home,97.0,True,2023
202303090IND,"Thu, Mar 9, 2023",IND,HOU,Indiana Pacers,Houston Rockets,134,125,9,Home,100.2,True,2023
202303110HOU,"Sat, Mar 11, 2023",HOU,CHI,Houston Rockets,Chicago Bulls,111,119,-8,Home,97.2,True,2023
202303130HOU,"Mon, Mar 13, 2023",HOU,BOS,Houston Rockets,Boston Celtics,111,109,2,Home,94.3,True,2023
202303150HOU,"Wed, Mar 15, 2023",HOU,LAL,Houston Rockets,Los Angeles Lakers,114,110,4,Home,97.3,True,2023
202303170HOU,"Fri, Mar 17, 2023",HOU,NOP,Houston Rockets,New Orleans Pelicans,114,112,2,Home,92.6,True,2023
202303190HOU,"Sun, Mar 19, 2023",HOU,NOP,Houston Rockets,New Orleans Pelicans,107,117,-10,Home,92.6,True,2023
202303200HOU,"Mon, Mar 20, 2023",HOU,GSW,Houston Rockets,Golden State Warriors,108,121,-13,Home,99.7,True,2023
202303220MEM,"Wed, Mar 22, 2023",MEM,HOU,Memphis Grizzlies,Houston Rockets,130,125,5,Home,96.5,True,2023
202303240MEM,"Fri, Mar 24, 2023",MEM,HOU,Memphis Grizzlies,Houston Rockets,151,114,37,Home,101.2,True,2023
202303260CLE,"Sun, Mar 26, 2023",CLE,HOU,Cleveland Cavaliers,Houston Rockets,108,91,17,Home,86.9,True,2023
202303270NYK,"Mon, Mar 27, 2023",NYK,HOU,New York Knicks,Houston Rockets,137,115,22,Home,99.0,True,2023
202303290BRK,"Wed, Mar 29, 2023",BRK,HOU,Brooklyn Nets,Houston Rockets,123,114,9,Home,96.0,True,2023
202303310HOU,"Fri, Mar 31, 2023",HOU,DET,Houston Rockets,Detroit Pistons,121,115,6,Home,97.1,True,2023
202304020HOU,"Sun, Apr 2, 2023",HOU,LAL,Houston Rockets,Los Angeles Lakers,109,134,-25,Home,96.5,True,2023
202304040HOU,"Tue, Apr 4, 2023",HOU,DEN,Houston Rockets,Denver Nuggets,124,103,21,Home,101.8,True,2023
202304070CHO,"Fri, Apr 7, 2023",CHO,HOU,Charlotte Hornets,Houston Rockets,109,112,-3,Home,105.1,True,2023
202304090WAS,"Sun, Apr 9, 2023",WAS,HOU,Washington Wizards,Houston Rockets,109,114,-5,Home,102.3,True,2023
202210190DET,"Wed, Oct 19, 2022",DET,ORL,Detroit Pistons,Orlando Magic,113,109,4,Home,100.6,True,2023
202210210ATL,"Fri, Oct 21, 2022",ATL,ORL,Atlanta Hawks,Orlando Magic,108,98,10,Home,100.9,True,2023
202210220ORL,"Sat, Oct 22, 2022",ORL,BOS,Orlando Magic,Boston Celtics,120,126,-6,Home,98.1,True,2023
202210240NYK,"Mon, Oct 24, 2022",NYK,ORL,New York Knicks,Orlando Magic,115,102,13,Home,94.2,True,2023
202210260CLE,"Wed, Oct 26, 2022",CLE,ORL,Cleveland Cavaliers,Orlando Magic,103,92,11,Home,94.9,True,2023
202210280ORL,"Fri, Oct 28, 2022",ORL,CHO,Orlando Magic,Charlotte Hornets,113,93,20,Home,100.4,True,2023
202210300DAL,"Sun, Oct 30, 2022",DAL,ORL,Dallas Mavericks,Orlando Magic,114,105,9,Home,92.2,True,2023
202211010OKC,"Tue, Nov 1, 2022",OKC,ORL,Oklahoma City Thunder,Orlando Magic,116,108,8,Home,106.0,True,2023
202211030ORL,"Thu, Nov 3, 2022",ORL,GSW,Orlando Magic,Golden State Warriors,130,129,1,Home,105.3,True,2023
202211050ORL,"Sat, Nov 5, 2022",ORL,SAC,Orlando Magic,Sacramento Kings,123,126,-3,Home,99.4,True,2023
202211090ORL,"Wed, Nov 9, 2022",ORL,DAL,Orlando Magic,Dallas Mavericks,94,87,7,Home,93.0,True,2023
202211110ORL,"Fri, Nov 11, 2022",ORL,PHO,Orlando Magic,Phoenix Suns,114,97,17,Home,93.6,True,2023
202211140ORL,"Mon, Nov 14, 2022",ORL,CHO,Orlando Magic,Charlotte Hornets,105,112,-7,Home,92.2,True,2023
202211160ORL,"Wed, Nov 16, 2022",ORL,MIN,Orlando Magic,Minnesota Timberwolves,108,126,-18,Home,100.9,True,2023
202211180CHI,"Fri, Nov 18, 2022",CHI,ORL,Chicago Bulls,Orlando Magic,107,108,-1,Home,95.7,True,2023
202211190IND,"Sat, Nov 19, 2022",IND,ORL,Indiana Pacers,Orlando Magic,114,113,1,Home,96.5,True,2023
202211210IND,"Mon, Nov 21, 2022",IND,ORL,Indiana Pacers,Orlando Magic,123,102,21,Home,101.1,True,2023
202211250ORL,"Fri, Nov 25, 2022",ORL,PHI,Orlando Magic,Philadelphia 76ers,99,107,-8,Home,91.7,True,2023
202211270ORL,"Sun, Nov 27, 2022",ORL,PHI,Orlando Magic,Philadelphia 76ers,103,133,-30,Home,95.8,True,2023
202211280BRK,"Mon, Nov 28, 2022",BRK,ORL,Brooklyn Nets,Orlando Magic,109,102,7,Home,95.3,True,2023
202211300ORL,"Wed, Nov 30, 2022",ORL,ATL,Orlando Magic,Atlanta Hawks,108,125,-17,Home,99.3,True,2023
202212020CLE,"Fri, Dec 2, 2022",CLE,ORL,Cleveland Cavaliers,Orlando Magic,107,96,11,Home,91.6,True,2023
202212030TOR,"Sat, Dec 3, 2022",TOR,ORL,Toronto Raptors,Orlando Magic,121,108,13,Home,97.1,True,2023
202212050ORL,"Mon, Dec 5, 2022",ORL,MIL,Orlando Magic,Milwaukee Bucks,102,109,-7,Home,102.1,True,2023
202212070ORL,"Wed, Dec 7, 2022",ORL,LAC,Orlando Magic,Los Angeles Clippers,116,111,5,Home,91.8,True,2023
202212090ORL,"Fri, Dec 9, 2022",ORL,TOR,Orlando Magic,Toronto Raptors,113,109,4,Home,95.8,True,2023
202212110ORL,"Sun, Dec 11, 2022",ORL,TOR,Orlando Magic,Toronto Raptors,111,99,12,Home,89.3,True,2023
202212140ORL,"Wed, Dec 14, 2022",ORL,ATL,Orlando Magic,Atlanta Hawks,135,124,11,Home,99.7,True,2023
202212160BOS,"Fri, Dec 16, 2022",BOS,ORL,Boston Celtics,Orlando Magic,109,117,-8,Home,100.8,True,2023
202212180BOS,"Sun, Dec 18, 2022",BOS,ORL,Boston Celtics,Orlando Magic,92,95,-3,Home,99.8,True,2023
202212190ATL,"Mon, Dec 19, 2022",ATL,ORL,Atlanta Hawks,Orlando Magic,126,125,1,Home,103.0,True,2023
202212230ORL,"Fri, Dec 23, 2022",ORL,SAS,Orlando Magic,San Antonio Spurs,133,113,20,Home,102.9,True,2023
202212270ORL,"Tue, Dec 27, 2022",ORL,LAL,Orlando Magic,Los Angeles Lakers,110,129,-19,Home,98.2,True,2023
202212280DET,"Wed, Dec 28, 2022",DET,ORL,Detroit Pistons,Orlando Magic,121,101,20,Home,96.7,True,2023
202212300ORL,"Fri, Dec 30, 2022",ORL,WAS,Orlando Magic,Washington Wizards,100,119,-19,Home,107.6,True,2023
202301040ORL,"Wed, Jan 4, 2023",ORL,OKC,Orlando Magic,Oklahoma City Thunder,126,115,11,Home,97.9,True,2023
202301050ORL,"Thu, Jan 5, 2023",ORL,MEM,Orlando Magic,Memphis Grizzlies,115,123,-8,Home,100.8,True,2023
202301070GSW,"Sat, Jan 7, 2023",GSW,ORL,Golden State Warriors,Orlando Magic,101,115,-14,Home,99.2,True,2023
202301090SAC,"Mon, Jan 9, 2023",SAC,ORL,Sacramento Kings,Orlando Magic,136,111,25,Home,100.6,True,2023
202301100POR,"Tue, Jan 10, 2023",POR,ORL,Portland Trail Blazers,Orlando Magic,106,109,-3,Home,96.5,True,2023
202301130UTA,"Fri, Jan 13, 2023",UTA,ORL,Utah Jazz,Orlando Magic,112,108,4,Home,104.9,True,2023
202301150DEN,"Sun, Jan 15, 2023",DEN,ORL,Denver Nuggets,Orlando Magic,119,116,3,Home,98.8,True,2023
202301200ORL,"Fri, Jan 20, 2023",ORL,NOP,Orlando Magic,New Orleans Pelicans,123,110,13,Home,97.6,True,2023
202301210WAS,"Sat, Jan 21, 2023",WAS,ORL,Washington Wizards,Orlando Magic,138,118,20,Home,101.1,True,2023
202301230ORL,"Mon, Jan 23, 2023",ORL,BOS,Orlando Magic,Boston Celtics,113,98,15,Home,94.7,True,2023
202301250ORL,"Wed, Jan 25, 2023",ORL,IND,Orlando Magic,Indiana Pacers,126,120,6,Home,97.5,True,2023
202301270MIA,"Fri, Jan 27, 2023",MIA,ORL,Miami Heat,Orlando Magic,110,105,5,Home,100.1,True,2023
202301280ORL,"Sat, Jan 28, 2023",ORL,CHI,Orlando Magic,Chicago Bulls,109,128,-19,Home,97.2,True,2023
202301300PHI,"Mon, Jan 30, 2023",PHI,ORL,Philadelphia 76ers,Orlando Magic,109,119,-10,Home,103.8,True,2023
202302010PHI,"Wed, Feb 1, 2023",PHI,ORL,Philadelphia 76ers,Orlando Magic,105,94,11,Home,98.3,True,2023
202302030MIN,"Fri, Feb 3, 2023",MIN,ORL,Minnesota Timberwolves,Orlando Magic,120,127,-7,Home,102.7,True,2023
202302050CHO,"Sun, Feb 5, 2023",CHO,ORL,Charlotte Hornets,Orlando Magic,113,119,-6,Home,97.6,True,2023
202302070ORL,"Tue, Feb 7, 2023",ORL,NYK,Orlando Magic,New York Knicks,98,102,-4,Home,88.1,True,2023
202302090ORL,"Thu, Feb 9, 2023",ORL,DEN,Orlando Magic,Denver Nuggets,115,104,11,Home,99.2,True,2023
202302110ORL,"Sat, Feb 11, 2023",ORL,MIA,Orlando Magic,Miami Heat,103,107,-4,Home,90.8,True,2023
202302130CHI,"Mon, Feb 13, 2023",CHI,ORL,Chicago Bulls,Orlando Magic,91,100,-9,Home,97.6,True,2023
202302140TOR,"Tue, Feb 14, 2023",TOR,ORL,Toronto Raptors,Orlando Magic,123,113,10,Home,96.7,True,2023
202302230ORL,"Thu, Feb 23, 2023",ORL,DET,Orlando Magic,Detroit Pistons,108,106,2,Home,101.3,True,2023
202302250ORL,"Sat, Feb 25, 2023",ORL,IND,Orlando Magic,Indiana Pacers,108,121,-13,Home,100.6,True,2023
202302270NOP,"Mon, Feb 27, 2023",NOP,ORL,New Orleans Pelicans,Orlando Magic,93,101,-8,Home,92.0,True,2023
202303010MIL,"Wed, Mar 1, 2023",MIL,ORL,Milwaukee Bucks,Orlando Magic,139,117,22,Home,103.4,True,2023
202303030CHO,"Fri, Mar 3, 2023",CHO,ORL,Charlotte Hornets,Orlando Magic,106,117,-11,Home,98.5,True,2023
202303050ORL,"Sun, Mar 5, 2023",ORL,POR,Orlando Magic,Portland Trail Blazers,119,122,-3,Home,101.8,True,2023
202303070ORL,"Tue, Mar 7, 2023",ORL,MIL,Orlando Magic,Milwaukee Bucks,123,134,-11,Home,106.5,True,2023
202303090ORL,"Thu, Mar 9, 2023",ORL,UTA,Orlando Magic,Utah Jazz,124,131,-7,Home,100.9,True,2023
202303110ORL,"Sat, Mar 11, 2023",ORL,MIA,Orlando Magic,Miami Heat,126,114,12,Home,99.4,True,2023
202303140SAS,"Tue, Mar 14, 2023",SAS,ORL,San Antonio Spurs,Orlando Magic,132,114,18,Home,99.5,True,2023
202303160PHO,"Thu, Mar 16, 2023",PHO,ORL,Phoenix Suns,Orlando Magic,116,113,3,Home,100.9,True,2023
202303180LAC,"Sat, Mar 18, 2023",LAC,ORL,Los Angeles Clippers,Orlando Magic,108,113,-5,Home,100.8,True,2023
202303190LAL,"Sun, Mar 19, 2023",LAL,ORL,Los Angeles Lakers,Orlando Magic,111,105,6,Home,98.7,True,2023
202303210ORL,"Tue, Mar 21, 2023",ORL,WAS,Orlando Magic,Washington Wizards,122,112,10,Home,99.5,True,2023
202303230ORL,"Thu, Mar 23, 2023",ORL,NYK,Orlando Magic,New York Knicks,111,106,5,Home,97.9,True,2023
202303260ORL,"Sun, Mar 26, 2023",ORL,BRK,Orlando Magic,Brooklyn Nets,119,106,13,Home,99.0,True,2023
202303280MEM,"Tue, Mar 28, 2023",MEM,ORL,Memphis Grizzlies,Orlando Magic,113,108,5,Home,108.8,True,2023
202303310WAS,"Fri, Mar 31, 2023",WAS,ORL,Washington Wizards,Orlando Magic,109,116,-7,Home,102.7,True,2023
202304020ORL,"Sun, Apr 2, 2023",ORL,DET,Orlando Magic,Detroit Pistons,128,102,26,Home,98.2,True,2023
202304040ORL,"Tue, Apr 4, 2023",ORL,CLE,Orlando Magic,Cleveland Cavaliers,113,117,-4,Home,93.5,True,2023
202304060ORL,"Thu, Apr 6, 2023",ORL,CLE,Orlando Magic,Cleveland Cavaliers,94,118,-24,Home,98.7,True,2023
202304070BRK,"Fri, Apr 7, 2023",BRK,ORL,Brooklyn Nets,Orlando Magic,101,84,17,Home,96.9,True,2023
202304090MIA,"Sun, Apr 9, 2023",MIA,ORL,Miami Heat,Orlando Magic,123,110,13,Home,100.2,True,2023
202210190SAS,"Wed, Oct 19, 2022",SAS,CHO,San Antonio Spurs,Charlotte Hornets,102,129,-27,Home,103.8,True,2023
202210210IND,"Fri, Oct 21, 2022",IND,SAS,Indiana Pacers,San Antonio Spurs,134,137,-3,Home,109.2,True,2023
202210220PHI,"Sat, Oct 22, 2022",PHI,SAS,Philadelphia 76ers,San Antonio Spurs,105,114,-9,Home,93.7,True,2023
202210240MIN,"Mon, Oct 24, 2022",MIN,SAS,Minnesota Timberwolves,San Antonio Spurs,106,115,-9,Home,103.9,True,2023
202210260MIN,"Wed, Oct 26, 2022",MIN,SAS,Minnesota Timberwolves,San Antonio Spurs,134,122,12,Home,102.2,True,2023
202210280SAS,"Fri, Oct 28, 2022",SAS,CHI,San Antonio Spurs,Chicago Bulls,129,124,5,Home,105.5,True,2023
202210300SAS,"Sun, Oct 30, 2022",SAS,MIN,San Antonio Spurs,Minnesota Timberwolves,107,98,9,Home,98.4,True,2023
202211020SAS,"Wed, Nov 2, 2022",SAS,TOR,San Antonio Spurs,Toronto Raptors,100,143,-43,Home,110.0,True,2023
202211040SAS,"Fri, Nov 4, 2022",SAS,LAC,San Antonio Spurs,Los Angeles Clippers,106,113,-7,Home,100.9,True,2023
202211050DEN,"Sat, Nov 5, 2022",DEN,SAS,Denver Nuggets,San Antonio Spurs,126,101,25,Home,96.1,True,2023
202211070SAS,"Mon, Nov 7, 2022",SAS,DEN,San Antonio Spurs,Denver Nuggets,109,115,-6,Home,104.8,True,2023
202211090SAS,"Wed, Nov 9, 2022",SAS,MEM,San Antonio Spurs,Memphis Grizzlies,122,124,-2,Home,93.1,True,2023
202211110SAS,"Fri, Nov 11, 2022",SAS,MIL,San Antonio Spurs,Milwaukee Bucks,111,93,18,Home,97.5,True,2023
202211140GSW,"Mon, Nov 14, 2022",GSW,SAS,Golden State Warriors,San Antonio Spurs,132,95,37,Home,99.7,True,2023
202211150POR,"Tue, Nov 15, 2022",POR,SAS,Portland Trail Blazers,San Antonio Spurs,117,110,7,Home,96.6,True,2023
202211170SAC,"Thu, Nov 17, 2022",SAC,SAS,Sacramento Kings,San Antonio Spurs,130,112,18,Home,98.3,True,2023
202211190LAC,"Sat, Nov 19, 2022",LAC,SAS,Los Angeles Clippers,San Antonio Spurs,119,97,22,Home,92.0,True,2023
202211200LAL,"Sun, Nov 20, 2022",LAL,SAS,Los Angeles Lakers,San Antonio Spurs,123,92,31,Home,104.1,True,2023
202211230SAS,"Wed, Nov 23, 2022",SAS,NOP,San Antonio Spurs,New Orleans Pelicans,110,129,-19,Home,106.1,True,2023
202211250SAS,"Fri, Nov 25, 2022",SAS,LAL,San Antonio Spurs,Los Angeles Lakers,94,105,-11,Home,100.2,True,2023
202211260SAS,"Sat, Nov 26, 2022",SAS,LAL,San Antonio Spurs,Los Angeles Lakers,138,143,-5,Home,107.3,True,2023
202211300OKC,"Wed, Nov 30, 2022",OKC,SAS,Oklahoma City Thunder,San Antonio Spurs,119,111,8,Home,97.6,True,2023
202212020SAS,"Fri, Dec 2, 2022",SAS,NOP,San Antonio Spurs,New Orleans Pelicans,99,117,-18,Home,102.2,True,2023
202212040SAS,"Sun, Dec 4, 2022",SAS,PHO,San Antonio Spurs,Phoenix Suns,95,133,-38,Home,97.8,True,2023
202212100MIA,"Sat, Dec 10, 2022",MIA,SAS,Miami Heat,San Antonio Spurs,111,115,-4,Home,97.8,True,2023
202212120SAS,"Mon, Dec 12, 2022",SAS,CLE,San Antonio Spurs,Cleveland Cavaliers,112,111,1,Home,94.8,True,2023
202212140SAS,"Wed, Dec 14, 2022",SAS,POR,San Antonio Spurs,Portland Trail Blazers,112,128,-16,Home,99.5,True,2023
202212170SAS,"Sat, Dec 17, 2022",SAS,MIA,San Antonio Spurs,Miami Heat,101,111,-10,Home,96.6,True,2023
202212220NOP,"Thu, Dec 22, 2022",NOP,SAS,New Orleans Pelicans,San Antonio Spurs,126,117,9,Home,101.6,True,2023
202212260SAS,"Mon, Dec 26, 2022",SAS,UTA,San Antonio Spurs,Utah Jazz,126,122,4,Home,105.9,True,2023
202212270OKC,"Tue, Dec 27, 2022",OKC,SAS,Oklahoma City Thunder,San Antonio Spurs,130,114,16,Home,97.7,True,2023
202212290SAS,"Thu, Dec 29, 2022",SAS,NYK,San Antonio Spurs,New York Knicks,122,115,7,Home,96.5,True,2023
202212310SAS,"Sat, Dec 31, 2022",SAS,DAL,San Antonio Spurs,Dallas Mavericks,125,126,-1,Home,93.4,True,2023
202301020BRK,"Mon, Jan 2, 2023",BRK,SAS,Brooklyn Nets,San Antonio Spurs,139,103,36,Home,104.5,True,2023
202301040NYK,"Wed, Jan 4, 2023",NYK,SAS,New York Knicks,San Antonio Spurs,117,114,3,Home,98.7,True,2023
202301060SAS,"Fri, Jan 6, 2023",SAS,DET,San Antonio Spurs,Detroit Pistons,121,109,12,Home,99.4,True,2023
202301070SAS,"Sat, Jan 7, 2023",SAS,BOS,San Antonio Spurs,Boston Celtics,116,121,-5,Home,106.1,True,2023
202301090MEM,"Mon, Jan 9, 2023",MEM,SAS,Memphis Grizzlies,San Antonio Spurs,121,113,8,Home,104.4,True,2023
202301110MEM,"Wed, Jan 11, 2023",MEM,SAS,Memphis Grizzlies,San Antonio Spurs,135,129,6,Home,107.7,True,2023
202301130SAS,"Fri, Jan 13, 2023",SAS,GSW,San Antonio Spurs,Golden State Warriors,113,144,-31,Home,108.3,True,2023
202301150SAS,"Sun, Jan 15, 2023",SAS,SAC,San Antonio Spurs,Sacramento Kings,119,132,-13,Home,97.0,True,2023
202301170SAS,"Tue, Jan 17, 2023",SAS,BRK,San Antonio Spurs,Brooklyn Nets,106,98,8,Home,107.5,True,2023
202301200SAS,"Fri, Jan 20, 2023",SAS,LAC,San Antonio Spurs,Los Angeles Clippers,126,131,-5,Home,86.6,True,2023
202301230POR,"Mon, Jan 23, 2023",POR,SAS,Portland Trail Blazers,San Antonio Spurs,147,127,20,Home,100.3,True,2023
202301250LAL,"Wed, Jan 25, 2023",LAL,SAS,Los Angeles Lakers,San Antonio Spurs,113,104,9,Home,107.4,True,2023
202301260LAC,"Thu, Jan 26, 2023",LAC,SAS,Los Angeles Clippers,San Antonio Spurs,138,100,38,Home,94.3,True,2023
